<Date>, <Time>, <Price>, <Volume>
2014/4/16,11:12:07,2241.4,23
2014/4/16,11:12:08,2241.0,9
2014/4/16,11:12:08,2241.0,15
2014/4/16,11:12:09,2241.2,17
2014/4/16,11:12:09,2241.2,10
2014/4/16,11:12:10,2241.2,11
2014/4/16,11:12:10,2241.2,13
2014/4/16,11:12:11,2241.4,10
2014/4/16,11:12:11,2241.4,16
2014/4/16,11:12:12,2241.4,14
2014/4/16,11:12:12,2241.4,4
2014/4/16,11:12:13,2241.6,19
2014/4/16,11:12:13,2241.4,7
2014/4/16,11:12:14,2241.4,23
2014/4/16,11:12:14,2241.6,10
2014/4/16,11:12:15,2241.4,6
2014/4/16,11:12:15,2241.4,3
2014/4/16,11:12:16,2241.4,6
2014/4/16,11:12:16,2241.6,56
2014/4/16,11:12:17,2241.4,27
2014/4/16,11:12:17,2241.6,29
2014/4/16,11:12:18,2241.6,20
2014/4/16,11:12:18,2241.6,7
2014/4/16,11:12:19,2241.8,9
2014/4/16,11:12:19,2241.6,14
2014/4/16,11:12:20,2241.8,12
2014/4/16,11:12:20,2241.6,20
2014/4/16,11:12:21,2241.6,5
2014/4/16,11:12:21,2241.8,3
2014/4/16,11:12:22,2241.6,8
2014/4/16,11:12:22,2241.8,4
2014/4/16,11:12:23,2241.6,5
2014/4/16,11:12:23,2241.6,16
2014/4/16,11:12:24,2241.6,11
2014/4/16,11:12:24,2242.0,25
2014/4/16,11:12:25,2241.6,4
2014/4/16,11:12:25,2241.8,4
2014/4/16,11:12:26,2241.6,10
2014/4/16,11:12:26,2241.8,11
2014/4/16,11:12:27,2241.8,10
2014/4/16,11:12:27,2241.6,11
2014/4/16,11:12:28,2241.8,11
2014/4/16,11:12:28,2242.0,58
2014/4/16,11:12:29,2241.8,16
2014/4/16,11:12:29,2242.0,26
2014/4/16,11:12:30,2242.2,2
2014/4/16,11:12:30,2242.2,3
2014/4/16,11:12:31,2242.2,3
2014/4/16,11:12:31,2242.4,11
2014/4/16,11:12:32,2242.4,15
2014/4/16,11:12:32,2242.4,17
2014/4/16,11:12:33,2242.6,15
2014/4/16,11:12:33,2242.4,32
2014/4/16,11:12:34,2243.0,34
2014/4/16,11:12:34,2242.8,14
2014/4/16,11:12:35,2243.0,20
2014/4/16,11:12:35,2242.8,9
2014/4/16,11:12:36,2242.6,35
2014/4/16,11:12:36,2242.6,15
2014/4/16,11:12:37,2242.6,11
2014/4/16,11:12:37,2242.6,4
2014/4/16,11:12:38,2242.4,2
2014/4/16,11:12:38,2242.4,27
2014/4/16,11:12:39,2242.2,9
2014/4/16,11:12:39,2242.2,20
2014/4/16,11:12:40,2241.8,20
2014/4/16,11:12:40,2242.0,7
2014/4/16,11:12:41,2242.2,32
2014/4/16,11:12:41,2242.2,16
2014/4/16,11:12:42,2242.4,10
2014/4/16,11:12:42,2242.0,23
2014/4/16,11:12:43,2242.2,6
2014/4/16,11:12:43,2242.4,3
2014/4/16,11:12:44,2241.8,66
2014/4/16,11:12:44,2241.8,20
2014/4/16,11:12:45,2242.2,23
2014/4/16,11:12:45,2242.0,47
2014/4/16,11:12:46,2241.8,6
2014/4/16,11:12:46,2242.0,1
2014/4/16,11:12:47,2242.0,6
2014/4/16,11:12:47,2242.2,5
2014/4/16,11:12:48,2242.0,3
2014/4/16,11:12:48,2242.2,5
2014/4/16,11:12:49,2242.0,4
2014/4/16,11:12:49,2242.2,2
2014/4/16,11:12:50,2242.0,4
2014/4/16,11:12:50,2242.2,1
2014/4/16,11:12:51,2242.2,3
2014/4/16,11:12:51,2242.0,2
2014/4/16,11:12:52,2242.0,7
2014/4/16,11:12:52,2242.2,4
2014/4/16,11:12:53,2242.0,4
2014/4/16,11:12:53,2242.0,21
2014/4/16,11:12:54,2242.2,9
2014/4/16,11:12:54,2242.0,2
2014/4/16,11:12:55,2242.0,8
2014/4/16,11:12:55,2242.0,4
2014/4/16,11:12:56,2242.0,21
2014/4/16,11:12:56,2242.0,8
2014/4/16,11:12:57,2242.0,22
2014/4/16,11:12:58,2241.8,2
2014/4/16,11:12:58,2241.8,37
2014/4/16,11:12:59,2242.0,9
2014/4/16,11:12:59,2241.8,28
2014/4/16,11:13:00,2241.8,6
2014/4/16,11:13:00,2242.0,7
2014/4/16,11:13:01,2242.2,46
2014/4/16,11:13:01,2242.0,5
2014/4/16,11:13:02,2241.8,17
2014/4/16,11:13:02,2241.8,4
2014/4/16,11:13:03,2242.0,6
2014/4/16,11:13:03,2242.2,25
2014/4/16,11:13:04,2241.6,17
2014/4/16,11:13:04,2241.8,4
2014/4/16,11:13:05,2242.0,4
2014/4/16,11:13:05,2242.0,3
2014/4/16,11:13:06,2241.8,7
2014/4/16,11:13:06,2241.8,1
2014/4/16,11:13:07,2242.0,20
2014/4/16,11:13:07,2242.2,13
2014/4/16,11:13:08,2242.0,5
2014/4/16,11:13:08,2242.0,8
2014/4/16,11:13:09,2242.2,41
2014/4/16,11:13:09,2242.2,18
2014/4/16,11:13:10,2242.4,10
2014/4/16,11:13:10,2242.4,16
2014/4/16,11:13:11,2242.4,6
2014/4/16,11:13:11,2242.4,29
2014/4/16,11:13:12,2242.6,11
2014/4/16,11:13:12,2242.4,2
2014/4/16,11:13:13,2242.6,7
2014/4/16,11:13:13,2242.4,11
2014/4/16,11:13:14,2242.4,3
2014/4/16,11:13:14,2242.4,9
2014/4/16,11:13:15,2242.2,5
2014/4/16,11:13:15,2242.2,8
2014/4/16,11:13:16,2242.2,21
2014/4/16,11:13:16,2242.0,22
2014/4/16,11:13:17,2242.0,18
2014/4/16,11:13:17,2241.8,3
2014/4/16,11:13:18,2241.8,9
2014/4/16,11:13:18,2242.0,9
2014/4/16,11:13:19,2241.8,7
2014/4/16,11:13:19,2241.6,134
2014/4/16,11:13:20,2241.4,14
2014/4/16,11:13:20,2241.2,25
2014/4/16,11:13:21,2241.4,38
2014/4/16,11:13:21,2241.2,34
2014/4/16,11:13:22,2241.4,11
2014/4/16,11:13:22,2241.4,22
2014/4/16,11:13:23,2241.6,31
2014/4/16,11:13:23,2241.8,12
2014/4/16,11:13:24,2241.6,15
2014/4/16,11:13:24,2241.6,82
2014/4/16,11:13:25,2241.6,6
2014/4/16,11:13:25,2241.4,5
2014/4/16,11:13:26,2241.4,9
2014/4/16,11:13:26,2241.6,7
2014/4/16,11:13:27,2241.4,40
2014/4/16,11:13:27,2241.2,8
2014/4/16,11:13:28,2241.2,24
2014/4/16,11:13:28,2241.2,16
2014/4/16,11:13:29,2241.2,33
2014/4/16,11:13:29,2241.2,33
2014/4/16,11:13:30,2241.2,8
2014/4/16,11:13:30,2241.0,37
2014/4/16,11:13:31,2241.0,45
2014/4/16,11:13:31,2240.8,11
2014/4/16,11:13:32,2240.8,23
2014/4/16,11:13:32,2241.0,35
2014/4/16,11:13:33,2241.0,18
2014/4/16,11:13:33,2240.8,37
2014/4/16,11:13:34,2241.0,41
2014/4/16,11:13:34,2241.0,23
2014/4/16,11:13:35,2241.2,25
2014/4/16,11:13:35,2241.0,23
2014/4/16,11:13:36,2241.0,5
2014/4/16,11:13:36,2241.0,45
2014/4/16,11:13:37,2240.8,76
2014/4/16,11:13:37,2240.8,53
2014/4/16,11:13:38,2240.8,32
2014/4/16,11:13:38,2240.6,16
2014/4/16,11:13:39,2240.2,82
2014/4/16,11:13:39,2240.2,122
2014/4/16,11:13:40,2240.0,103
2014/4/16,11:13:40,2240.0,82
2014/4/16,11:13:41,2240.0,123
2014/4/16,11:13:41,2240.0,50
2014/4/16,11:13:42,2240.0,55
2014/4/16,11:13:42,2240.4,130
2014/4/16,11:13:43,2240.2,29
2014/4/16,11:13:43,2240.0,25
2014/4/16,11:13:44,2240.2,133
2014/4/16,11:13:44,2240.2,36
2014/4/16,11:13:45,2240.2,20
2014/4/16,11:13:45,2240.4,27
2014/4/16,11:13:46,2240.4,17
2014/4/16,11:13:46,2240.4,18
2014/4/16,11:13:47,2240.6,20
2014/4/16,11:13:47,2240.4,63
2014/4/16,11:13:48,2240.4,13
2014/4/16,11:13:48,2240.2,18
2014/4/16,11:13:49,2240.4,61
2014/4/16,11:13:49,2240.2,27
2014/4/16,11:13:50,2240.2,10
2014/4/16,11:13:50,2240.4,21
2014/4/16,11:13:51,2240.2,56
2014/4/16,11:13:51,2240.2,32
2014/4/16,11:13:52,2240.0,31
2014/4/16,11:13:52,2240.0,33
2014/4/16,11:13:53,2240.4,37
2014/4/16,11:13:53,2240.2,30
2014/4/16,11:13:54,2240.0,16
2014/4/16,11:13:54,2239.8,43
2014/4/16,11:13:55,2239.8,117
2014/4/16,11:13:55,2239.6,33
2014/4/16,11:13:56,2239.4,83
2014/4/16,11:13:56,2239.4,103
2014/4/16,11:13:57,2239.2,38
2014/4/16,11:13:57,2239.2,63
2014/4/16,11:13:58,2239.6,36
2014/4/16,11:13:58,2239.6,51
2014/4/16,11:13:59,2239.6,25
2014/4/16,11:13:59,2239.6,28
2014/4/16,11:14:00,2239.6,47
2014/4/16,11:14:00,2239.6,25
2014/4/16,11:14:01,2239.8,32
2014/4/16,11:14:01,2239.6,31
2014/4/16,11:14:02,2240.0,39
2014/4/16,11:14:02,2239.6,34
2014/4/16,11:14:03,2239.6,34
2014/4/16,11:14:03,2240.0,18
2014/4/16,11:14:04,2240.0,32
2014/4/16,11:14:04,2239.8,7
2014/4/16,11:14:05,2239.6,17
2014/4/16,11:14:05,2239.8,7
2014/4/16,11:14:06,2239.8,18
2014/4/16,11:14:06,2239.8,26
2014/4/16,11:14:07,2240.0,17
2014/4/16,11:14:07,2239.8,83
2014/4/16,11:14:08,2239.8,6
2014/4/16,11:14:08,2240.0,8
2014/4/16,11:14:09,2240.0,9
2014/4/16,11:14:09,2239.6,15
2014/4/16,11:14:10,2239.6,16
2014/4/16,11:14:10,2240.0,19
2014/4/16,11:14:11,2240.0,26
2014/4/16,11:14:11,2239.8,22
2014/4/16,11:14:12,2240.0,13
2014/4/16,11:14:12,2240.0,121
2014/4/16,11:14:13,2240.2,58
2014/4/16,11:14:13,2240.2,16
2014/4/16,11:14:14,2240.6,37
2014/4/16,11:14:14,2240.0,11
2014/4/16,11:14:15,2240.4,20
2014/4/16,11:14:15,2240.6,27
2014/4/16,11:14:16,2240.0,22
2014/4/16,11:14:16,2240.6,12
2014/4/16,11:14:17,2240.6,12
2014/4/16,11:14:17,2240.6,26
2014/4/16,11:14:18,2240.8,55
2014/4/16,11:14:18,2240.6,15
2014/4/16,11:14:19,2240.6,25
2014/4/16,11:14:19,2240.6,34
2014/4/16,11:14:20,2240.8,19
2014/4/16,11:14:20,2240.6,6
2014/4/16,11:14:21,2240.6,20
2014/4/16,11:14:21,2240.8,14
2014/4/16,11:14:22,2240.8,7
2014/4/16,11:14:22,2240.8,22
2014/4/16,11:14:23,2240.6,19
2014/4/16,11:14:23,2240.6,30
2014/4/16,11:14:24,2240.8,9
2014/4/16,11:14:24,2240.8,6
2014/4/16,11:14:25,2240.8,11
2014/4/16,11:14:25,2240.8,5
2014/4/16,11:14:26,2241.0,17
2014/4/16,11:14:26,2241.0,4
2014/4/16,11:14:27,2241.2,35
2014/4/16,11:14:27,2241.2,16
2014/4/16,11:14:28,2241.4,39
2014/4/16,11:14:28,2241.6,41
2014/4/16,11:14:29,2241.6,86
2014/4/16,11:14:29,2241.8,40
2014/4/16,11:14:30,2241.8,18
2014/4/16,11:14:30,2241.8,30
2014/4/16,11:14:31,2241.6,16
2014/4/16,11:14:31,2241.4,21
2014/4/16,11:14:32,2241.2,47
2014/4/16,11:14:32,2241.2,70
2014/4/16,11:14:33,2241.2,25
2014/4/16,11:14:33,2241.2,5
2014/4/16,11:14:34,2241.4,10
2014/4/16,11:14:34,2241.4,10
2014/4/16,11:14:35,2241.4,26
2014/4/16,11:14:35,2241.4,21
2014/4/16,11:14:36,2241.6,10
2014/4/16,11:14:36,2241.4,19
2014/4/16,11:14:37,2241.6,7
2014/4/16,11:14:37,2241.6,6
2014/4/16,11:14:38,2241.6,5
2014/4/16,11:14:38,2241.4,18
2014/4/16,11:14:39,2241.6,4
2014/4/16,11:14:39,2241.4,7
2014/4/16,11:14:40,2241.4,5
2014/4/16,11:14:40,2241.6,8
2014/4/16,11:14:41,2241.4,29
2014/4/16,11:14:41,2241.4,55
2014/4/16,11:14:42,2241.2,4
2014/4/16,11:14:42,2241.2,3
2014/4/16,11:14:43,2241.0,10
2014/4/16,11:14:43,2241.2,14
2014/4/16,11:14:44,2241.4,11
2014/4/16,11:14:45,2241.4,4
2014/4/16,11:14:45,2241.2,17
2014/4/16,11:14:46,2241.2,5
2014/4/16,11:14:46,2241.2,13
2014/4/16,11:14:47,2241.2,5
2014/4/16,11:14:47,2241.6,3
2014/4/16,11:14:48,2241.4,7
2014/4/16,11:14:48,2241.2,6
2014/4/16,11:14:49,2241.2,2
2014/4/16,11:14:49,2241.2,2
2014/4/16,11:14:50,2241.4,1
2014/4/16,11:14:50,2241.6,1
2014/4/16,11:14:51,2241.6,2
2014/4/16,11:14:51,2241.6,5
2014/4/16,11:14:52,2241.6,3
2014/4/16,11:14:52,2241.4,12
2014/4/16,11:14:53,2241.4,2
2014/4/16,11:14:53,2241.4,7
2014/4/16,11:14:54,2241.2,1
2014/4/16,11:14:54,2241.2,4
2014/4/16,11:14:55,2241.2,28
2014/4/16,11:14:55,2241.2,3
2014/4/16,11:14:56,2241.2,2
2014/4/16,11:14:56,2241.2,13
2014/4/16,11:14:57,2241.0,9
2014/4/16,11:14:57,2241.2,8
2014/4/16,11:14:58,2241.2,38
2014/4/16,11:14:59,2241.0,10
2014/4/16,11:14:59,2241.2,3
2014/4/16,11:15:00,2241.0,22
2014/4/16,11:15:00,2241.4,46
2014/4/16,11:15:01,2241.6,20
2014/4/16,11:15:01,2241.6,50
2014/4/16,11:15:02,2241.6,19
2014/4/16,11:15:02,2241.8,17
2014/4/16,11:15:03,2241.8,24
2014/4/16,11:15:03,2241.8,69
2014/4/16,11:15:04,2241.8,13
2014/4/16,11:15:04,2241.8,19
2014/4/16,11:15:05,2241.8,64
2014/4/16,11:15:05,2241.8,33
2014/4/16,11:15:06,2241.8,40
2014/4/16,11:15:06,2241.6,72
2014/4/16,11:15:07,2241.8,20
2014/4/16,11:15:07,2241.8,9
2014/4/16,11:15:08,2241.8,30
2014/4/16,11:15:08,2242.0,33
2014/4/16,11:15:09,2241.8,24
2014/4/16,11:15:09,2241.8,12
2014/4/16,11:15:10,2242.0,17
2014/4/16,11:15:10,2241.8,35
2014/4/16,11:15:11,2241.8,22
2014/4/16,11:15:11,2242.0,24
2014/4/16,11:15:12,2242.0,46
2014/4/16,11:15:12,2242.2,11
2014/4/16,11:15:13,2242.4,10
2014/4/16,11:15:13,2242.0,26
2014/4/16,11:15:14,2242.2,17
2014/4/16,11:15:14,2242.6,36
2014/4/16,11:15:15,2242.6,32
2014/4/16,11:15:15,2242.6,19
2014/4/16,11:15:16,2242.8,75
2014/4/16,11:15:16,2242.8,132
2014/4/16,11:15:17,2243.6,78
2014/4/16,11:15:17,2243.6,60
2014/4/16,11:15:18,2243.8,61
2014/4/16,11:15:18,2243.8,83
2014/4/16,11:15:19,2243.8,78
2014/4/16,11:15:19,2243.4,52
2014/4/16,11:15:20,2243.8,36
2014/4/16,11:15:20,2243.8,68
2014/4/16,11:15:21,2243.6,31
2014/4/16,11:15:21,2243.6,53
2014/4/16,11:15:22,2243.4,56
2014/4/16,11:15:22,2243.8,54
2014/4/16,11:15:23,2243.6,18
2014/4/16,11:15:23,2243.6,30
2014/4/16,11:15:24,2243.8,34
2014/4/16,11:15:24,2244.0,59
2014/4/16,11:15:25,2244.4,67
2014/4/16,11:15:25,2244.4,67
2014/4/16,11:15:26,2244.6,90
2014/4/16,11:15:26,2244.6,32
2014/4/16,11:15:27,2244.6,99
2014/4/16,11:15:27,2244.8,41
2014/4/16,11:15:28,2244.6,64
2014/4/16,11:15:28,2244.8,34
2014/4/16,11:15:29,2245.0,95
2014/4/16,11:15:29,2245.0,111
2014/4/16,11:15:30,2245.4,129
2014/4/16,11:15:30,2245.4,64
2014/4/16,11:15:31,2245.6,81
2014/4/16,11:15:31,2245.4,89
2014/4/16,11:15:32,2245.0,83
2014/4/16,11:15:32,2245.4,86
2014/4/16,11:15:33,2245.2,67
2014/4/16,11:15:33,2245.0,41
2014/4/16,11:15:34,2245.2,78
2014/4/16,11:15:34,2245.2,85
2014/4/16,11:15:35,2245.2,103
2014/4/16,11:15:35,2245.2,54
2014/4/16,11:15:36,2245.0,61
2014/4/16,11:15:36,2244.6,13
2014/4/16,11:15:37,2244.8,131
2014/4/16,11:15:37,2244.8,26
2014/4/16,11:15:38,2244.8,72
2014/4/16,11:15:38,2244.6,32
2014/4/16,11:15:39,2244.8,14
2014/4/16,11:15:39,2244.6,7
2014/4/16,11:15:40,2244.4,15
2014/4/16,11:15:40,2244.6,23
2014/4/16,11:15:41,2244.6,16
2014/4/16,11:15:41,2244.4,16
2014/4/16,11:15:42,2244.4,30
2014/4/16,11:15:42,2244.4,21
2014/4/16,11:15:43,2244.4,22
2014/4/16,11:15:43,2244.4,21
2014/4/16,11:15:44,2244.6,9
2014/4/16,11:15:44,2244.8,7
2014/4/16,11:15:45,2245.0,24
2014/4/16,11:15:45,2244.8,15
2014/4/16,11:15:46,2244.8,114
2014/4/16,11:15:46,2244.8,6
2014/4/16,11:15:47,2244.8,11
2014/4/16,11:15:47,2245.2,42
2014/4/16,11:15:48,2245.2,13
2014/4/16,11:15:48,2245.2,105
2014/4/16,11:15:49,2245.2,24
2014/4/16,11:15:49,2245.0,26
2014/4/16,11:15:50,2244.8,28
2014/4/16,11:15:50,2244.8,87
2014/4/16,11:15:51,2245.4,64
2014/4/16,11:15:51,2245.2,12
2014/4/16,11:15:52,2245.4,20
2014/4/16,11:15:52,2245.4,15
2014/4/16,11:15:53,2245.2,83
2014/4/16,11:15:53,2245.0,43
2014/4/16,11:15:54,2245.2,24
2014/4/16,11:15:54,2245.4,26
2014/4/16,11:15:55,2245.0,40
2014/4/16,11:15:55,2245.0,41
2014/4/16,11:15:56,2245.2,15
2014/4/16,11:15:56,2245.4,26
2014/4/16,11:15:57,2245.4,32
2014/4/16,11:15:57,2245.4,37
2014/4/16,11:15:58,2245.6,13
2014/4/16,11:15:58,2245.6,97
2014/4/16,11:15:59,2245.8,71
2014/4/16,11:15:59,2245.8,123
2014/4/16,11:16:00,2246.0,158
2014/4/16,11:16:00,2246.0,118
2014/4/16,11:16:01,2246.2,86
2014/4/16,11:16:01,2246.0,218
2014/4/16,11:16:02,2245.8,114
2014/4/16,11:16:02,2245.4,48
2014/4/16,11:16:03,2245.6,169
2014/4/16,11:16:03,2245.2,61
2014/4/16,11:16:04,2245.4,38
2014/4/16,11:16:04,2245.2,43
2014/4/16,11:16:05,2245.4,54
2014/4/16,11:16:05,2245.6,36
2014/4/16,11:16:06,2245.4,97
2014/4/16,11:16:06,2245.6,51
2014/4/16,11:16:07,2245.8,8
2014/4/16,11:16:07,2245.8,83
2014/4/16,11:16:08,2246.0,45
2014/4/16,11:16:08,2246.2,81
2014/4/16,11:16:09,2246.0,73
2014/4/16,11:16:09,2246.0,109
2014/4/16,11:16:10,2245.8,63
2014/4/16,11:16:10,2245.6,24
2014/4/16,11:16:11,2245.4,44
2014/4/16,11:16:11,2245.6,53
2014/4/16,11:16:12,2245.4,36
2014/4/16,11:16:12,2245.4,35
2014/4/16,11:16:13,2245.4,23
2014/4/16,11:16:13,2245.6,41
2014/4/16,11:16:14,2245.0,27
2014/4/16,11:16:14,2245.0,45
2014/4/16,11:16:15,2245.0,35
2014/4/16,11:16:15,2244.8,43
2014/4/16,11:16:16,2244.8,47
2014/4/16,11:16:16,2244.8,24
2014/4/16,11:16:17,2244.8,21
2014/4/16,11:16:17,2244.8,30
2014/4/16,11:16:18,2244.8,48
2014/4/16,11:16:18,2245.0,38
2014/4/16,11:16:19,2245.0,11
2014/4/16,11:16:19,2245.0,11
2014/4/16,11:16:20,2245.0,34
2014/4/16,11:16:20,2245.0,19
2014/4/16,11:16:21,2245.0,9
2014/4/16,11:16:21,2244.8,17
2014/4/16,11:16:22,2244.8,9
2014/4/16,11:16:22,2245.0,19
2014/4/16,11:16:23,2244.6,11
2014/4/16,11:16:23,2244.8,13
2014/4/16,11:16:24,2244.6,15
2014/4/16,11:16:24,2244.6,20
2014/4/16,11:16:25,2244.6,38
2014/4/16,11:16:25,2244.4,42
2014/4/16,11:16:26,2244.4,38
2014/4/16,11:16:26,2244.2,37
2014/4/16,11:16:27,2244.2,22
2014/4/16,11:16:27,2243.8,73
2014/4/16,11:16:28,2243.8,47
2014/4/16,11:16:28,2243.8,36
2014/4/16,11:16:29,2243.6,50
2014/4/16,11:16:29,2243.8,34
2014/4/16,11:16:30,2244.0,34
2014/4/16,11:16:30,2244.2,28
2014/4/16,11:16:31,2243.8,41
2014/4/16,11:16:31,2243.8,6
2014/4/16,11:16:32,2243.8,70
2014/4/16,11:16:32,2243.8,18
2014/4/16,11:16:33,2243.6,33
2014/4/16,11:16:33,2243.4,25
2014/4/16,11:16:34,2243.4,30
2014/4/16,11:16:34,2243.6,35
2014/4/16,11:16:35,2243.6,22
2014/4/16,11:16:35,2243.6,14
2014/4/16,11:16:36,2243.6,16
2014/4/16,11:16:36,2243.4,17
2014/4/16,11:16:37,2243.4,8
2014/4/16,11:16:37,2243.6,12
2014/4/16,11:16:38,2243.4,11
2014/4/16,11:16:38,2243.6,14
2014/4/16,11:16:39,2243.6,39
2014/4/16,11:16:39,2243.8,5
2014/4/16,11:16:40,2243.8,14
2014/4/16,11:16:40,2243.6,27
2014/4/16,11:16:41,2243.6,21
2014/4/16,11:16:41,2243.6,12
2014/4/16,11:16:42,2243.8,13
2014/4/16,11:16:42,2243.6,28
2014/4/16,11:16:43,2243.6,7
2014/4/16,11:16:43,2243.6,8
2014/4/16,11:16:44,2243.6,47
2014/4/16,11:16:44,2243.8,31
2014/4/16,11:16:45,2243.8,11
2014/4/16,11:16:45,2243.8,19
2014/4/16,11:16:46,2243.8,25
2014/4/16,11:16:46,2244.0,9
2014/4/16,11:16:47,2244.0,17
2014/4/16,11:16:47,2244.2,16
2014/4/16,11:16:48,2244.2,29
2014/4/16,11:16:48,2244.6,79
2014/4/16,11:16:49,2244.4,68
2014/4/16,11:16:49,2244.6,12
2014/4/16,11:16:50,2244.8,15
2014/4/16,11:16:50,2244.6,10
2014/4/16,11:16:51,2244.6,15
2014/4/16,11:16:51,2244.8,2
2014/4/16,11:16:52,2244.4,14
2014/4/16,11:16:52,2244.8,5
2014/4/16,11:16:53,2244.4,2
2014/4/16,11:16:53,2244.4,11
2014/4/16,11:16:54,2244.8,15
2014/4/16,11:16:54,2244.4,10
2014/4/16,11:16:55,2244.8,5
2014/4/16,11:16:55,2244.8,16
2014/4/16,11:16:56,2244.8,9
2014/4/16,11:16:56,2244.6,19
2014/4/16,11:16:57,2244.8,50
2014/4/16,11:16:57,2244.8,28
2014/4/16,11:16:58,2244.8,6
2014/4/16,11:16:58,2244.6,5
2014/4/16,11:16:59,2244.8,11
2014/4/16,11:16:59,2244.8,38
2014/4/16,11:17:00,2244.8,34
2014/4/16,11:17:00,2244.8,13
2014/4/16,11:17:01,2244.8,26
2014/4/16,11:17:01,2244.8,4
2014/4/16,11:17:02,2245.0,21
2014/4/16,11:17:02,2245.0,13
2014/4/16,11:17:03,2244.4,49
2014/4/16,11:17:03,2244.6,3
2014/4/16,11:17:04,2244.6,6
2014/4/16,11:17:04,2244.6,7
2014/4/16,11:17:05,2244.4,1
2014/4/16,11:17:05,2244.4,2
2014/4/16,11:17:06,2244.2,22
2014/4/16,11:17:06,2244.6,12
2014/4/16,11:17:07,2244.8,42
2014/4/16,11:17:07,2244.8,3
2014/4/16,11:17:08,2245.0,6
2014/4/16,11:17:08,2244.6,9
2014/4/16,11:17:09,2244.6,19
2014/4/16,11:17:09,2244.4,4
2014/4/16,11:17:10,2244.8,12
2014/4/16,11:17:10,2244.4,2
2014/4/16,11:17:11,2244.4,4
2014/4/16,11:17:11,2244.6,8
2014/4/16,11:17:12,2244.4,14
2014/4/16,11:17:12,2244.6,6
2014/4/16,11:17:13,2244.4,15
2014/4/16,11:17:13,2244.2,6
2014/4/16,11:17:14,2244.0,4
2014/4/16,11:17:14,2244.0,34
2014/4/16,11:17:15,2243.8,26
2014/4/16,11:17:15,2244.2,42
2014/4/16,11:17:16,2243.8,16
2014/4/16,11:17:16,2243.8,4
2014/4/16,11:17:17,2244.0,22
2014/4/16,11:17:17,2243.8,4
2014/4/16,11:17:18,2243.8,34
2014/4/16,11:17:18,2243.6,20
2014/4/16,11:17:19,2244.0,12
2014/4/16,11:17:19,2243.8,25
2014/4/16,11:17:20,2243.8,9
2014/4/16,11:17:20,2243.8,18
2014/4/16,11:17:21,2243.6,8
2014/4/16,11:17:21,2243.6,9
2014/4/16,11:17:22,2243.4,8
2014/4/16,11:17:22,2243.4,11
2014/4/16,11:17:23,2243.4,45
2014/4/16,11:17:23,2243.4,14
2014/4/16,11:17:24,2243.4,31
2014/4/16,11:17:24,2243.4,14
2014/4/16,11:17:25,2243.2,19
2014/4/16,11:17:25,2243.2,20
2014/4/16,11:17:26,2243.6,21
2014/4/16,11:17:26,2243.2,3
2014/4/16,11:17:27,2243.2,7
2014/4/16,11:17:27,2243.4,7
2014/4/16,11:17:28,2243.2,18
2014/4/16,11:17:28,2243.2,15
2014/4/16,11:17:29,2243.2,11
2014/4/16,11:17:29,2243.2,16
2014/4/16,11:17:30,2243.2,21
2014/4/16,11:17:30,2243.0,6
2014/4/16,11:17:31,2243.2,26
2014/4/16,11:17:31,2243.4,46
2014/4/16,11:17:32,2243.2,15
2014/4/16,11:17:32,2243.0,22
2014/4/16,11:17:33,2243.0,3
2014/4/16,11:17:33,2243.0,19
2014/4/16,11:17:34,2243.0,10
2014/4/16,11:17:34,2243.0,19
2014/4/16,11:17:35,2243.0,14
2014/4/16,11:17:35,2243.0,39
2014/4/16,11:17:36,2242.8,12
2014/4/16,11:17:36,2243.0,6
2014/4/16,11:17:37,2242.8,25
2014/4/16,11:17:37,2242.8,13
2014/4/16,11:17:38,2242.8,76
2014/4/16,11:17:38,2243.0,19
2014/4/16,11:17:39,2243.0,15
2014/4/16,11:17:39,2243.4,29
2014/4/16,11:17:40,2243.4,19
2014/4/16,11:17:40,2243.2,9
2014/4/16,11:17:41,2243.2,56
2014/4/16,11:17:41,2243.2,1
2014/4/16,11:17:42,2243.6,12
2014/4/16,11:17:42,2243.6,4
2014/4/16,11:17:43,2243.8,3
2014/4/16,11:17:43,2243.6,6
2014/4/16,11:17:44,2243.8,5
2014/4/16,11:17:44,2243.6,3
2014/4/16,11:17:45,2243.8,34
2014/4/16,11:17:45,2243.8,6
2014/4/16,11:17:46,2243.8,7
2014/4/16,11:17:46,2243.8,23
2014/4/16,11:17:47,2244.0,5
2014/4/16,11:17:47,2244.2,7
2014/4/16,11:17:48,2244.0,9
2014/4/16,11:17:48,2244.2,9
2014/4/16,11:17:49,2244.2,16
2014/4/16,11:17:49,2244.2,7
2014/4/16,11:17:50,2244.4,1
2014/4/16,11:17:50,2244.4,4
2014/4/16,11:17:51,2244.4,17
2014/4/16,11:17:51,2244.6,5
2014/4/16,11:17:52,2244.8,35
2014/4/16,11:17:52,2244.6,33
2014/4/16,11:17:53,2244.8,24
2014/4/16,11:17:53,2244.8,6
2014/4/16,11:17:54,2244.8,2
2014/4/16,11:17:54,2244.8,30
2014/4/16,11:17:55,2244.6,44
2014/4/16,11:17:55,2244.4,9
2014/4/16,11:17:56,2245.0,34
2014/4/16,11:17:56,2244.4,10
2014/4/16,11:17:57,2244.4,36
2014/4/16,11:17:57,2244.4,21
