<Date>, <Time>, <Price>, <Volume>
2014/4/16,10:01:36,2247.2,45
2014/4/16,10:01:37,2247.6,7
2014/4/16,10:01:37,2247.6,44
2014/4/16,10:01:38,2247.6,22
2014/4/16,10:01:38,2247.6,21
2014/4/16,10:01:39,2247.6,23
2014/4/16,10:01:39,2247.8,20
2014/4/16,10:01:40,2247.6,39
2014/4/16,10:01:40,2247.6,9
2014/4/16,10:01:41,2247.6,18
2014/4/16,10:01:41,2247.8,34
2014/4/16,10:01:42,2247.4,24
2014/4/16,10:01:42,2247.6,10
2014/4/16,10:01:43,2247.6,20
2014/4/16,10:01:43,2247.6,10
2014/4/16,10:01:44,2247.8,10
2014/4/16,10:01:44,2247.8,20
2014/4/16,10:01:45,2247.6,18
2014/4/16,10:01:45,2247.6,60
2014/4/16,10:01:46,2247.6,16
2014/4/16,10:01:46,2247.4,57
2014/4/16,10:01:47,2247.4,19
2014/4/16,10:01:47,2247.2,36
2014/4/16,10:01:48,2247.4,24
2014/4/16,10:01:48,2247.4,30
2014/4/16,10:01:49,2247.8,20
2014/4/16,10:01:49,2247.6,11
2014/4/16,10:01:50,2247.4,15
2014/4/16,10:01:50,2247.4,29
2014/4/16,10:01:51,2247.2,14
2014/4/16,10:01:51,2247.2,9
2014/4/16,10:01:52,2247.2,7
2014/4/16,10:01:52,2247.2,15
2014/4/16,10:01:53,2247.0,20
2014/4/16,10:01:53,2247.0,21
2014/4/16,10:01:54,2247.0,62
2014/4/16,10:01:54,2247.0,31
2014/4/16,10:01:55,2247.2,46
2014/4/16,10:01:55,2246.6,22
2014/4/16,10:01:56,2246.8,30
2014/4/16,10:01:56,2246.8,6
2014/4/16,10:01:57,2246.6,40
2014/4/16,10:01:57,2246.8,19
2014/4/16,10:01:58,2246.8,19
2014/4/16,10:01:58,2246.6,17
2014/4/16,10:01:59,2246.6,18
2014/4/16,10:01:59,2246.6,19
2014/4/16,10:02:00,2246.6,25
2014/4/16,10:02:00,2246.6,44
2014/4/16,10:02:01,2246.4,43
2014/4/16,10:02:01,2246.2,67
2014/4/16,10:02:02,2246.2,64
2014/4/16,10:02:02,2246.2,38
2014/4/16,10:02:03,2246.0,42
2014/4/16,10:02:03,2245.8,82
2014/4/16,10:02:04,2245.8,58
2014/4/16,10:02:04,2245.6,76
2014/4/16,10:02:05,2245.8,28
2014/4/16,10:02:05,2246.4,114
2014/4/16,10:02:06,2246.2,40
2014/4/16,10:02:06,2246.4,17
2014/4/16,10:02:07,2246.4,50
2014/4/16,10:02:07,2246.8,29
2014/4/16,10:02:08,2246.4,39
2014/4/16,10:02:08,2246.6,29
2014/4/16,10:02:09,2246.2,55
2014/4/16,10:02:09,2246.2,38
2014/4/16,10:02:10,2246.0,16
2014/4/16,10:02:10,2246.2,8
2014/4/16,10:02:11,2246.4,14
2014/4/16,10:02:11,2246.4,9
2014/4/16,10:02:12,2246.6,34
2014/4/16,10:02:12,2246.6,8
2014/4/16,10:02:13,2246.4,11
2014/4/16,10:02:13,2246.6,9
2014/4/16,10:02:14,2246.6,10
2014/4/16,10:02:14,2246.4,32
2014/4/16,10:02:15,2246.2,60
2014/4/16,10:02:15,2246.0,57
2014/4/16,10:02:16,2246.4,23
2014/4/16,10:02:16,2246.0,18
2014/4/16,10:02:17,2246.0,20
2014/4/16,10:02:17,2246.2,7
2014/4/16,10:02:18,2246.2,19
2014/4/16,10:02:18,2246.0,4
2014/4/16,10:02:19,2246.2,10
2014/4/16,10:02:19,2246.4,9
2014/4/16,10:02:20,2246.0,22
2014/4/16,10:02:20,2246.4,16
2014/4/16,10:02:21,2246.4,18
2014/4/16,10:02:21,2246.2,9
2014/4/16,10:02:22,2246.2,17
2014/4/16,10:02:22,2246.4,3
2014/4/16,10:02:23,2246.4,30
2014/4/16,10:02:23,2246.4,23
2014/4/16,10:02:24,2246.6,7
2014/4/16,10:02:24,2246.6,19
2014/4/16,10:02:25,2246.8,12
2014/4/16,10:02:25,2246.6,25
2014/4/16,10:02:26,2246.8,20
2014/4/16,10:02:26,2247.0,30
2014/4/16,10:02:27,2247.2,9
2014/4/16,10:02:27,2247.2,38
2014/4/16,10:02:28,2247.0,25
2014/4/16,10:02:28,2247.0,14
2014/4/16,10:02:29,2247.0,17
2014/4/16,10:02:29,2247.0,29
2014/4/16,10:02:30,2246.8,11
2014/4/16,10:02:30,2247.0,29
2014/4/16,10:02:31,2247.0,6
2014/4/16,10:02:31,2247.0,13
2014/4/16,10:02:32,2246.8,5
2014/4/16,10:02:32,2246.8,8
2014/4/16,10:02:33,2247.0,6
2014/4/16,10:02:33,2247.0,10
2014/4/16,10:02:34,2247.0,33
2014/4/16,10:02:34,2246.6,29
2014/4/16,10:02:35,2246.8,7
2014/4/16,10:02:35,2247.0,98
2014/4/16,10:02:36,2247.0,9
2014/4/16,10:02:36,2247.0,24
2014/4/16,10:02:37,2246.8,13
2014/4/16,10:02:37,2247.0,9
2014/4/16,10:02:38,2246.6,21
2014/4/16,10:02:38,2246.4,60
2014/4/16,10:02:39,2246.4,19
2014/4/16,10:02:39,2246.4,7
2014/4/16,10:02:40,2246.4,29
2014/4/16,10:02:40,2246.4,17
2014/4/16,10:02:41,2246.2,38
2014/4/16,10:02:41,2246.0,68
2014/4/16,10:02:42,2246.0,96
2014/4/16,10:02:42,2246.2,40
2014/4/16,10:02:43,2246.0,13
2014/4/16,10:02:43,2246.0,34
2014/4/16,10:02:44,2246.0,17
2014/4/16,10:02:44,2245.6,56
2014/4/16,10:02:45,2245.8,33
2014/4/16,10:02:45,2245.6,12
2014/4/16,10:02:46,2245.8,33
2014/4/16,10:02:46,2246.0,28
2014/4/16,10:02:47,2245.8,14
2014/4/16,10:02:47,2246.0,14
2014/4/16,10:02:48,2246.4,15
2014/4/16,10:02:48,2246.0,4
2014/4/16,10:02:49,2246.0,9
2014/4/16,10:02:49,2246.4,10
2014/4/16,10:02:50,2246.4,27
2014/4/16,10:02:50,2246.4,20
2014/4/16,10:02:51,2246.4,14
2014/4/16,10:02:51,2246.4,10
2014/4/16,10:02:52,2246.4,28
2014/4/16,10:02:52,2246.0,23
2014/4/16,10:02:53,2246.0,21
2014/4/16,10:02:53,2246.0,9
2014/4/16,10:02:54,2246.0,7
2014/4/16,10:02:54,2246.2,25
2014/4/16,10:02:55,2246.0,11
2014/4/16,10:02:55,2246.0,3
2014/4/16,10:02:56,2246.0,2
2014/4/16,10:02:56,2246.4,10
2014/4/16,10:02:57,2246.0,11
2014/4/16,10:02:57,2246.2,3
2014/4/16,10:02:58,2246.2,4
2014/4/16,10:02:58,2246.2,2
2014/4/16,10:02:59,2246.0,90
2014/4/16,10:02:59,2245.8,18
2014/4/16,10:03:00,2245.8,6
2014/4/16,10:03:00,2246.2,139
2014/4/16,10:03:01,2246.2,31
2014/4/16,10:03:01,2245.8,52
2014/4/16,10:03:02,2245.6,59
2014/4/16,10:03:02,2245.8,25
2014/4/16,10:03:03,2245.8,34
2014/4/16,10:03:03,2245.6,25
2014/4/16,10:03:04,2245.4,48
2014/4/16,10:03:04,2245.6,50
2014/4/16,10:03:05,2245.4,8
2014/4/16,10:03:05,2245.4,12
2014/4/16,10:03:06,2245.6,65
2014/4/16,10:03:06,2245.4,61
2014/4/16,10:03:07,2245.4,23
2014/4/16,10:03:07,2245.6,24
2014/4/16,10:03:08,2245.6,12
2014/4/16,10:03:08,2245.4,53
2014/4/16,10:03:09,2245.6,55
2014/4/16,10:03:09,2245.4,14
2014/4/16,10:03:10,2245.6,21
2014/4/16,10:03:10,2245.4,21
2014/4/16,10:03:11,2245.6,8
2014/4/16,10:03:11,2245.4,24
2014/4/16,10:03:12,2245.6,4
2014/4/16,10:03:12,2245.6,21
2014/4/16,10:03:13,2245.6,6
2014/4/16,10:03:13,2245.8,10
2014/4/16,10:03:14,2245.6,27
2014/4/16,10:03:14,2245.6,5
2014/4/16,10:03:15,2245.6,21
2014/4/16,10:03:15,2245.8,13
2014/4/16,10:03:16,2245.6,14
2014/4/16,10:03:16,2245.6,10
2014/4/16,10:03:17,2245.8,11
2014/4/16,10:03:17,2246.0,12
2014/4/16,10:03:18,2245.6,21
2014/4/16,10:03:18,2246.0,9
2014/4/16,10:03:19,2246.0,9
2014/4/16,10:03:19,2246.0,11
2014/4/16,10:03:20,2246.0,6
2014/4/16,10:03:20,2245.6,64
2014/4/16,10:03:21,2245.8,9
2014/4/16,10:03:21,2245.8,29
2014/4/16,10:03:22,2245.8,19
2014/4/16,10:03:22,2245.6,9
2014/4/16,10:03:23,2245.8,1
2014/4/16,10:03:23,2245.4,23
2014/4/16,10:03:24,2245.6,4
2014/4/16,10:03:24,2245.4,24
2014/4/16,10:03:25,2245.4,14
2014/4/16,10:03:25,2245.6,41
2014/4/16,10:03:26,2245.4,60
2014/4/16,10:03:26,2245.2,33
2014/4/16,10:03:27,2245.2,117
2014/4/16,10:03:27,2245.0,296
2014/4/16,10:03:28,2244.4,68
2014/4/16,10:03:28,2244.4,165
2014/4/16,10:03:29,2244.0,66
2014/4/16,10:03:29,2244.0,103
2014/4/16,10:03:30,2244.0,84
2014/4/16,10:03:30,2244.2,135
2014/4/16,10:03:31,2244.6,89
2014/4/16,10:03:31,2244.8,55
2014/4/16,10:03:32,2244.8,40
2014/4/16,10:03:32,2245.0,21
2014/4/16,10:03:33,2244.8,61
2014/4/16,10:03:33,2244.8,38
2014/4/16,10:03:34,2245.0,28
2014/4/16,10:03:34,2245.2,7
2014/4/16,10:03:35,2245.4,31
2014/4/16,10:03:35,2245.0,6
2014/4/16,10:03:36,2245.0,75
2014/4/16,10:03:36,2244.6,15
2014/4/16,10:03:37,2244.8,17
2014/4/16,10:03:37,2244.8,42
2014/4/16,10:03:38,2245.0,17
2014/4/16,10:03:38,2245.0,24
2014/4/16,10:03:39,2244.8,10
2014/4/16,10:03:39,2245.0,8
2014/4/16,10:03:40,2245.0,46
2014/4/16,10:03:40,2244.6,3
2014/4/16,10:03:41,2244.6,20
2014/4/16,10:03:41,2244.8,15
2014/4/16,10:03:42,2244.8,9
2014/4/16,10:03:42,2244.8,6
2014/4/16,10:03:43,2244.6,16
2014/4/16,10:03:43,2244.8,14
2014/4/16,10:03:44,2244.8,4
2014/4/16,10:03:44,2244.8,6
2014/4/16,10:03:45,2244.6,7
2014/4/16,10:03:45,2244.8,8
2014/4/16,10:03:46,2244.8,41
2014/4/16,10:03:46,2244.8,19
2014/4/16,10:03:47,2244.6,43
2014/4/16,10:03:47,2244.4,26
2014/4/16,10:03:48,2244.4,6
2014/4/16,10:03:49,2244.4,26
2014/4/16,10:03:49,2244.6,8
2014/4/16,10:03:50,2244.4,8
2014/4/16,10:03:50,2244.6,9
2014/4/16,10:03:51,2244.6,2
2014/4/16,10:03:51,2244.4,11
2014/4/16,10:03:52,2244.4,5
2014/4/16,10:03:52,2244.6,10
2014/4/16,10:03:53,2245.0,71
2014/4/16,10:03:53,2244.8,47
2014/4/16,10:03:54,2245.0,8
2014/4/16,10:03:55,2245.2,21
2014/4/16,10:03:55,2245.2,28
2014/4/16,10:03:56,2245.0,11
2014/4/16,10:03:56,2245.2,7
2014/4/16,10:03:57,2245.0,9
2014/4/16,10:03:57,2245.2,6
2014/4/16,10:03:58,2245.2,4
2014/4/16,10:03:58,2245.2,11
2014/4/16,10:03:59,2245.2,32
2014/4/16,10:03:59,2245.2,19
2014/4/16,10:04:00,2245.4,12
2014/4/16,10:04:00,2245.0,28
2014/4/16,10:04:01,2245.2,13
2014/4/16,10:04:01,2245.2,19
2014/4/16,10:04:02,2245.6,19
2014/4/16,10:04:02,2245.6,32
2014/4/16,10:04:03,2245.6,8
2014/4/16,10:04:03,2245.2,35
2014/4/16,10:04:04,2245.2,44
2014/4/16,10:04:04,2245.2,34
2014/4/16,10:04:05,2245.6,34
2014/4/16,10:04:05,2245.6,39
2014/4/16,10:04:06,2245.4,24
2014/4/16,10:04:06,2245.8,33
2014/4/16,10:04:07,2245.8,9
2014/4/16,10:04:07,2245.6,6
2014/4/16,10:04:08,2245.8,29
2014/4/16,10:04:08,2245.8,22
2014/4/16,10:04:09,2246.0,14
2014/4/16,10:04:09,2246.0,8
2014/4/16,10:04:10,2246.0,6
2014/4/16,10:04:10,2246.2,13
2014/4/16,10:04:11,2246.2,23
2014/4/16,10:04:11,2246.2,27
2014/4/16,10:04:12,2246.2,19
2014/4/16,10:04:12,2246.4,12
2014/4/16,10:04:13,2246.4,22
2014/4/16,10:04:13,2246.4,16
2014/4/16,10:04:14,2246.2,35
2014/4/16,10:04:14,2246.2,48
2014/4/16,10:04:15,2246.0,21
2014/4/16,10:04:15,2246.0,37
2014/4/16,10:04:16,2246.0,15
2014/4/16,10:04:16,2246.0,16
2014/4/16,10:04:17,2246.0,36
2014/4/16,10:04:17,2245.6,5
2014/4/16,10:04:18,2245.6,7
2014/4/16,10:04:18,2245.6,15
2014/4/16,10:04:19,2245.4,10
2014/4/16,10:04:19,2245.4,33
2014/4/16,10:04:20,2245.6,40
2014/4/16,10:04:20,2245.8,17
2014/4/16,10:04:21,2246.0,15
2014/4/16,10:04:21,2246.0,3
2014/4/16,10:04:22,2246.0,23
2014/4/16,10:04:22,2246.0,14
2014/4/16,10:04:23,2246.2,21
2014/4/16,10:04:23,2246.2,7
2014/4/16,10:04:24,2246.4,19
2014/4/16,10:04:24,2246.2,18
2014/4/16,10:04:25,2246.4,4
2014/4/16,10:04:25,2246.2,12
2014/4/16,10:04:26,2246.2,7
2014/4/16,10:04:26,2246.0,8
2014/4/16,10:04:27,2246.2,5
2014/4/16,10:04:27,2246.0,46
2014/4/16,10:04:28,2245.8,6
2014/4/16,10:04:28,2245.8,8
2014/4/16,10:04:29,2246.0,2
2014/4/16,10:04:29,2246.2,10
2014/4/16,10:04:30,2246.0,22
2014/4/16,10:04:30,2246.0,8
2014/4/16,10:04:31,2246.0,15
2014/4/16,10:04:31,2246.2,7
2014/4/16,10:04:32,2246.2,1
2014/4/16,10:04:32,2246.4,48
2014/4/16,10:04:33,2246.4,16
2014/4/16,10:04:33,2246.4,19
2014/4/16,10:04:34,2246.4,8
2014/4/16,10:04:34,2246.2,11
2014/4/16,10:04:35,2246.2,24
2014/4/16,10:04:35,2246.2,44
2014/4/16,10:04:36,2246.0,25
2014/4/16,10:04:36,2245.8,6
2014/4/16,10:04:37,2246.2,28
2014/4/16,10:04:37,2246.0,7
2014/4/16,10:04:38,2246.2,14
2014/4/16,10:04:38,2246.0,9
2014/4/16,10:04:39,2245.8,16
2014/4/16,10:04:39,2245.8,5
2014/4/16,10:04:40,2246.2,10
2014/4/16,10:04:40,2246.0,8
2014/4/16,10:04:41,2246.0,6
2014/4/16,10:04:41,2246.0,7
2014/4/16,10:04:42,2245.8,2
2014/4/16,10:04:42,2246.0,8
2014/4/16,10:04:43,2245.8,4
2014/4/16,10:04:43,2245.6,7
2014/4/16,10:04:44,2245.8,4
2014/4/16,10:04:44,2246.0,16
2014/4/16,10:04:45,2246.0,33
2014/4/16,10:04:45,2245.6,26
2014/4/16,10:04:46,2246.0,6
2014/4/16,10:04:46,2245.8,13
2014/4/16,10:04:47,2245.8,2
2014/4/16,10:04:47,2245.8,2
2014/4/16,10:04:48,2245.8,5
2014/4/16,10:04:48,2246.0,4
2014/4/16,10:04:49,2245.8,8
2014/4/16,10:04:49,2245.8,3
2014/4/16,10:04:50,2246.2,72
2014/4/16,10:04:50,2246.4,5
2014/4/16,10:04:51,2246.4,9
2014/4/16,10:04:51,2246.0,7
2014/4/16,10:04:52,2246.0,11
2014/4/16,10:04:52,2246.4,29
2014/4/16,10:04:53,2246.0,44
2014/4/16,10:04:53,2246.4,4
2014/4/16,10:04:54,2246.4,4
2014/4/16,10:04:54,2246.2,15
2014/4/16,10:04:55,2246.6,16
2014/4/16,10:04:55,2246.6,8
2014/4/16,10:04:56,2246.4,23
2014/4/16,10:04:56,2246.4,14
2014/4/16,10:04:57,2246.6,10
2014/4/16,10:04:57,2246.6,4
2014/4/16,10:04:58,2246.2,22
2014/4/16,10:04:58,2246.4,15
2014/4/16,10:04:59,2246.4,20
2014/4/16,10:04:59,2246.6,13
2014/4/16,10:05:00,2246.6,13
2014/4/16,10:05:00,2246.4,69
2014/4/16,10:05:01,2246.4,84
2014/4/16,10:05:01,2246.8,12
2014/4/16,10:05:02,2246.4,30
2014/4/16,10:05:02,2246.8,28
2014/4/16,10:05:03,2247.0,31
2014/4/16,10:05:03,2247.0,23
2014/4/16,10:05:04,2246.8,24
2014/4/16,10:05:04,2247.4,30
2014/4/16,10:05:05,2247.4,24
2014/4/16,10:05:05,2247.6,23
2014/4/16,10:05:06,2247.4,90
2014/4/16,10:05:06,2247.6,93
2014/4/16,10:05:07,2247.2,59
2014/4/16,10:05:07,2247.2,24
2014/4/16,10:05:08,2246.8,23
2014/4/16,10:05:08,2246.6,59
2014/4/16,10:05:09,2246.6,23
2014/4/16,10:05:09,2246.6,28
2014/4/16,10:05:10,2246.4,2
2014/4/16,10:05:10,2246.4,7
2014/4/16,10:05:11,2246.4,17
2014/4/16,10:05:11,2246.2,35
2014/4/16,10:05:12,2246.2,9
2014/4/16,10:05:12,2246.0,25
2014/4/16,10:05:13,2246.0,14
2014/4/16,10:05:13,2245.8,53
2014/4/16,10:05:14,2246.0,65
2014/4/16,10:05:14,2245.6,8
2014/4/16,10:05:15,2245.8,54
2014/4/16,10:05:15,2245.6,9
2014/4/16,10:05:16,2245.6,16
2014/4/16,10:05:16,2245.6,24
2014/4/16,10:05:17,2245.8,29
2014/4/16,10:05:17,2245.4,17
2014/4/16,10:05:18,2245.4,3
2014/4/16,10:05:18,2245.4,38
2014/4/16,10:05:19,2245.2,17
2014/4/16,10:05:19,2245.2,21
2014/4/16,10:05:20,2245.2,42
2014/4/16,10:05:20,2245.0,44
2014/4/16,10:05:21,2245.0,35
2014/4/16,10:05:21,2245.2,29
2014/4/16,10:05:22,2245.0,20
2014/4/16,10:05:22,2244.8,16
2014/4/16,10:05:23,2244.6,23
2014/4/16,10:05:23,2244.6,32
2014/4/16,10:05:24,2244.6,23
2014/4/16,10:05:24,2244.6,65
2014/4/16,10:05:25,2245.0,29
2014/4/16,10:05:25,2244.6,30
2014/4/16,10:05:26,2245.0,12
2014/4/16,10:05:26,2245.0,56
2014/4/16,10:05:27,2245.0,16
2014/4/16,10:05:27,2245.0,23
2014/4/16,10:05:28,2245.2,33
2014/4/16,10:05:28,2245.2,27
2014/4/16,10:05:29,2245.4,7
2014/4/16,10:05:29,2244.8,33
2014/4/16,10:05:30,2245.0,11
2014/4/16,10:05:30,2245.0,17
2014/4/16,10:05:31,2244.8,11
2014/4/16,10:05:31,2244.8,14
2014/4/16,10:05:32,2244.8,23
2014/4/16,10:05:32,2245.0,20
2014/4/16,10:05:33,2245.0,32
2014/4/16,10:05:33,2245.2,20
2014/4/16,10:05:34,2245.0,4
2014/4/16,10:05:34,2244.8,5
2014/4/16,10:05:35,2244.8,12
2014/4/16,10:05:35,2244.8,14
2014/4/16,10:05:36,2244.6,6
2014/4/16,10:05:36,2244.8,37
2014/4/16,10:05:37,2245.0,32
2014/4/16,10:05:37,2245.0,21
2014/4/16,10:05:38,2244.6,7
2014/4/16,10:05:38,2245.0,57
2014/4/16,10:05:39,2245.0,6
2014/4/16,10:05:39,2245.0,85
2014/4/16,10:05:40,2245.2,55
2014/4/16,10:05:40,2245.0,47
2014/4/16,10:05:41,2245.0,19
2014/4/16,10:05:41,2244.8,7
2014/4/16,10:05:42,2244.8,6
2014/4/16,10:05:42,2245.0,31
2014/4/16,10:05:43,2244.8,17
2014/4/16,10:05:43,2244.8,29
2014/4/16,10:05:44,2244.8,8
2014/4/16,10:05:44,2245.0,17
2014/4/16,10:05:45,2244.6,36
2014/4/16,10:05:45,2244.6,23
2014/4/16,10:05:46,2244.8,9
2014/4/16,10:05:46,2244.6,8
2014/4/16,10:05:47,2244.6,30
2014/4/16,10:05:47,2244.6,28
2014/4/16,10:05:48,2244.0,146
2014/4/16,10:05:48,2244.2,148
2014/4/16,10:05:49,2243.4,34
2014/4/16,10:05:49,2243.4,82
2014/4/16,10:05:50,2243.4,104
2014/4/16,10:05:50,2243.6,102
2014/4/16,10:05:51,2243.6,32
2014/4/16,10:05:51,2243.8,35
2014/4/16,10:05:52,2244.0,30
2014/4/16,10:05:52,2243.8,26
2014/4/16,10:05:53,2243.6,31
2014/4/16,10:05:53,2243.6,12
2014/4/16,10:05:54,2243.8,26
2014/4/16,10:05:54,2243.6,12
2014/4/16,10:05:55,2244.0,9
2014/4/16,10:05:55,2243.6,21
2014/4/16,10:05:56,2243.8,10
2014/4/16,10:05:56,2243.8,30
2014/4/16,10:05:57,2243.6,40
2014/4/16,10:05:57,2243.4,16
2014/4/16,10:05:58,2243.4,36
2014/4/16,10:05:58,2243.6,67
2014/4/16,10:05:59,2243.4,12
2014/4/16,10:05:59,2243.2,19
2014/4/16,10:06:00,2243.4,38
2014/4/16,10:06:00,2243.2,42
2014/4/16,10:06:01,2243.2,98
2014/4/16,10:06:01,2243.4,69
2014/4/16,10:06:02,2243.4,39
2014/4/16,10:06:02,2243.4,46
2014/4/16,10:06:03,2243.4,37
2014/4/16,10:06:03,2243.8,43
2014/4/16,10:06:04,2243.4,39
2014/4/16,10:06:04,2243.4,30
2014/4/16,10:06:05,2243.8,36
2014/4/16,10:06:05,2243.8,16
2014/4/16,10:06:06,2244.0,34
2014/4/16,10:06:06,2243.8,77
2014/4/16,10:06:07,2243.8,21
2014/4/16,10:06:07,2243.8,15
2014/4/16,10:06:08,2243.8,25
2014/4/16,10:06:08,2243.6,40
2014/4/16,10:06:09,2243.6,46
2014/4/16,10:06:09,2243.6,19
2014/4/16,10:06:10,2243.4,36
2014/4/16,10:06:10,2243.8,7
2014/4/16,10:06:11,2243.4,13
2014/4/16,10:06:11,2243.8,16
2014/4/16,10:06:12,2243.4,34
2014/4/16,10:06:12,2243.6,7
2014/4/16,10:06:13,2243.6,5
2014/4/16,10:06:13,2243.6,18
2014/4/16,10:06:14,2243.4,28
2014/4/16,10:06:14,2243.4,2
2014/4/16,10:06:15,2243.8,27
2014/4/16,10:06:15,2243.6,38
2014/4/16,10:06:16,2243.8,21
2014/4/16,10:06:16,2243.8,32
2014/4/16,10:06:17,2243.6,20
2014/4/16,10:06:17,2244.0,12
2014/4/16,10:06:18,2244.0,11
2014/4/16,10:06:18,2243.8,4
2014/4/16,10:06:19,2244.0,6
2014/4/16,10:06:19,2244.0,13
2014/4/16,10:06:20,2244.0,14
2014/4/16,10:06:20,2244.0,5
2014/4/16,10:06:21,2244.0,13
2014/4/16,10:06:21,2244.0,9
2014/4/16,10:06:22,2244.0,20
2014/4/16,10:06:22,2243.8,4
2014/4/16,10:06:23,2244.0,4
2014/4/16,10:06:23,2244.0,21
2014/4/16,10:06:24,2244.2,12
2014/4/16,10:06:24,2244.0,31
2014/4/16,10:06:25,2243.8,6
2014/4/16,10:06:25,2244.0,17
2014/4/16,10:06:26,2244.0,8
2014/4/16,10:06:26,2244.0,10
2014/4/16,10:06:27,2243.8,2
2014/4/16,10:06:27,2244.4,34
2014/4/16,10:06:28,2244.0,11
2014/4/16,10:06:28,2243.6,9
2014/4/16,10:06:29,2244.0,4
2014/4/16,10:06:29,2243.8,12
2014/4/16,10:06:30,2243.8,2
2014/4/16,10:06:30,2243.8,13
2014/4/16,10:06:31,2244.0,4
2014/4/16,10:06:31,2243.6,14
2014/4/16,10:06:32,2244.0,4
2014/4/16,10:06:32,2243.8,20
2014/4/16,10:06:33,2243.8,11
2014/4/16,10:06:33,2243.8,40
2014/4/16,10:06:34,2243.8,10
2014/4/16,10:06:34,2243.4,3
2014/4/16,10:06:35,2243.6,11
2014/4/16,10:06:35,2243.6,6
2014/4/16,10:06:36,2243.6,27
2014/4/16,10:06:36,2243.6,12
2014/4/16,10:06:37,2243.6,20
2014/4/16,10:06:37,2243.4,7
2014/4/16,10:06:38,2243.4,5
2014/4/16,10:06:38,2243.6,2
2014/4/16,10:06:39,2243.4,11
2014/4/16,10:06:39,2243.6,3
2014/4/16,10:06:40,2243.6,6
2014/4/16,10:06:40,2243.4,5
2014/4/16,10:06:41,2243.4,6
2014/4/16,10:06:41,2243.4,11
2014/4/16,10:06:42,2243.6,11
2014/4/16,10:06:42,2243.8,12
2014/4/16,10:06:43,2243.8,1
2014/4/16,10:06:43,2243.8,8
2014/4/16,10:06:44,2243.8,8
2014/4/16,10:06:44,2243.6,4
2014/4/16,10:06:45,2243.6,9
2014/4/16,10:06:45,2243.6,5
2014/4/16,10:06:46,2243.6,4
2014/4/16,10:06:46,2243.8,8
2014/4/16,10:06:47,2243.6,4
2014/4/16,10:06:47,2243.6,4
2014/4/16,10:06:48,2243.4,33
2014/4/16,10:06:48,2243.2,30
2014/4/16,10:06:49,2243.0,128
2014/4/16,10:06:49,2243.0,125
2014/4/16,10:06:50,2243.0,66
2014/4/16,10:06:50,2243.0,73
2014/4/16,10:06:51,2242.8,57
2014/4/16,10:06:51,2242.4,190
2014/4/16,10:06:52,2242.6,79
2014/4/16,10:06:52,2242.4,23
2014/4/16,10:06:53,2242.6,47
2014/4/16,10:06:53,2242.6,41
2014/4/16,10:06:54,2242.6,67
2014/4/16,10:06:54,2242.6,26
2014/4/16,10:06:55,2243.0,11
2014/4/16,10:06:55,2242.8,33
2014/4/16,10:06:56,2242.8,22
2014/4/16,10:06:56,2243.0,17
2014/4/16,10:06:57,2242.8,116
2014/4/16,10:06:57,2242.8,15
2014/4/16,10:06:58,2242.4,27
2014/4/16,10:06:58,2242.6,19
2014/4/16,10:06:59,2242.6,18
2014/4/16,10:06:59,2243.0,31
2014/4/16,10:07:00,2243.4,52
2014/4/16,10:07:00,2243.4,60
2014/4/16,10:07:01,2243.2,17
2014/4/16,10:07:01,2243.2,54
2014/4/16,10:07:02,2243.2,29
2014/4/16,10:07:02,2243.2,17
2014/4/16,10:07:03,2243.0,20
2014/4/16,10:07:03,2243.2,21
2014/4/16,10:07:04,2243.2,39
2014/4/16,10:07:04,2243.4,25
2014/4/16,10:07:05,2243.4,17
2014/4/16,10:07:05,2243.4,4
2014/4/16,10:07:06,2243.4,19
2014/4/16,10:07:06,2243.4,10
2014/4/16,10:07:07,2243.2,13
2014/4/16,10:07:07,2243.4,9
2014/4/16,10:07:08,2243.2,3
2014/4/16,10:07:08,2243.2,8
2014/4/16,10:07:09,2243.2,16
2014/4/16,10:07:09,2243.2,7
2014/4/16,10:07:10,2243.2,24
2014/4/16,10:07:10,2243.2,4
2014/4/16,10:07:11,2243.4,55
2014/4/16,10:07:11,2243.4,50
2014/4/16,10:07:12,2243.2,59
2014/4/16,10:07:12,2243.4,7
2014/4/16,10:07:13,2243.4,17
2014/4/16,10:07:13,2243.2,41
2014/4/16,10:07:14,2243.2,11
2014/4/16,10:07:14,2243.0,36
2014/4/16,10:07:15,2243.0,4
2014/4/16,10:07:15,2243.0,11
2014/4/16,10:07:16,2243.0,15
2014/4/16,10:07:16,2243.0,12
2014/4/16,10:07:17,2243.0,12
2014/4/16,10:07:17,2243.0,29
2014/4/16,10:07:18,2243.0,7
2014/4/16,10:07:18,2243.2,23
2014/4/16,10:07:19,2243.0,4
2014/4/16,10:07:19,2243.0,5
2014/4/16,10:07:20,2243.0,11
2014/4/16,10:07:20,2243.0,5
2014/4/16,10:07:21,2243.0,22
2014/4/16,10:07:21,2242.8,16
2014/4/16,10:07:22,2242.8,28
2014/4/16,10:07:22,2242.8,12
2014/4/16,10:07:23,2242.8,3
2014/4/16,10:07:23,2242.6,8
2014/4/16,10:07:24,2242.6,6
2014/4/16,10:07:24,2242.6,30
2014/4/16,10:07:25,2242.4,28
2014/4/16,10:07:25,2242.4,23
2014/4/16,10:07:26,2242.2,61
